Brand,Product Name,Product Type,Review Body,Review Date,Review Stars,Review Title,URL,User ID
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"This stuff is no joke. I use this to line my lower lash line....it doesn't come off. Well worth the money. If you're someone who is always out and on the go and you don't have time to touch up your make up... buy this. Once it's on, it's on.",27 02 2014,5 stars,Does not come off,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,5.48E+18
Dior,Diorshow Waterproof Mascara,Mascara,,27 02 2015,2 stars,It gave more of a natural look. It did smudge at the end of the day.,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,6.11E+18
Too Faced,Hangover Replenishing Face Primer,Primer,"I wanted to try this sooo bad after hearing such fantastic reviews I needed to see for myself. Once I got it I was so disappointed. It didn't hydrate, and definitely did not help my foundation go on easier. After I applied it, it literally started to like chunk up idk. I tried putting foundation on but elwkkkk. I took everything off and started again with something else! I returned it. Oh and the smell stinky cats not coconuts",27 02 2015,1 star,ehhh,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,-3.15E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"I've seen pictures and their eyeliner looked super pigmented. Stila's eyeliner is the perfect darkness for me, but the felt tip isn't my favourite. It frays and I'm afraid it'll dry up.

I love the that the tip is a brush, it's super precise. Perfect for winged eyeliner lovers like myself. But, the formula is so watery and not pigmented!

I compared Kat Von D and Stila on my hand, and Stila definitely wins now that I've tried both. Stila is pitch black in one stroke while Kat Von D will take a few layers to get the right pigmentation. Kat Von D takes longer to dry while Stila dries as soon as it touches skin.

If those issues aren't problems for you, then get Kat Von D is a great product. It just fell short for me, or I may have gotten a bad batch.…read more",27 02 2015,2 stars,Watery,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-2.41E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"This used to be the holy grail liquid eye liner for me.  I've re-purchased this item countless times over the years.  However, the past two that I received did not dispense fluidly and evenly.  The tip seemed to dry out or get sticky and clumpy after only a few uses.  From reading recent reviews, this seems to be a not too uncommon problem of late.  To KvD, if something has changed, then please bring back the old formula!  And if something hasn't changed, then please check the quality control of your products!",27 02 2016,2 stars,Something has changed?,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,4.99E+17
Too Faced,Hangover Replenishing Face Primer,Primer,"I love this product, but for some reason it does not work with all concealers. It does not work at all with shape tape, and it can not be layered over sunscreen.",27 02 2018,4 stars,works great... most of the time,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,4.68E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,Tip fell apart,27 02 2019,1 star,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-4.28E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,"I bought this after reading multiple beauty blogs raving about Cannonball's ability to hold a curl all day, and I have to say that it's true! I am Asian and have short, thin lashes on monolid eyes. It is extremely difficult to find a mascara that's able to hold up a curl under the weight of my eyelid. This mascara hoewever, has been able to defy gravity! I match it with my Shu Uemura eye lash curler before applying. After applying Cannonball however, I also add a thickening mascara to the tips of my lashes to make them pop more since this is purely for lengthening/waterproof and gives -->NO THICKENING<-- at all. Overall, if you have thin, short lashes like me, I would definitely make the investment. It is pricey, but it's still less expensive than other high end mascaras.
…read more",27 03 2012,5 stars,Holds the curl for thin straight lashes,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,1.44E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,I am very picky when it comes to my eyeliner but I fell in love with the products first time I used it. The felt tip is very easy to use and so pigmented.,27 03 2013,5 stars,Love love love,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,4.30E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,"I was originally reluctant to try this out because it was pricey to me for a mascara. But I relented and now I have to say I know exactly why it's raved about. My stick-straight short lashes look so much longer with Cannonball and the formula is perfect. I don't get smudging or flaking or any clumps. While my wallet is screaming, I think this might be my HG.",27 03 2014,5 stars,Best I've tried so far,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,8.17E+17
Kat Von D,Tattoo Liner,Liquid Eyeliner,The best eyeliner I have ever had. Easy application and lasts forever.,27 03 2014,5 stars,love it!,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-2.81E+18
Dior,Diorshow Waterproof Mascara,Mascara,"Love Dior products and hoped this mascara would not leak if my eyes watered or the day was long. My hopes were not realized. If it is waterproof, I didn't see that feature. Didn't work at all. Very disappointed.",27 03 2015,1 star,Waterproof mascara that isn't,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,5.59E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,I heard of this spray while watching make up artists on Youtube rant and rave about it.  It feels so lightweight and refreshing.  This got me through a funeral service and then a night of heavy drinking afterwards.  I definitely recommend this product if you need your makeup to last all day and night.,27 03 2016,5 stars,Amazing,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-6.13E+18
Too Faced,Hangover Replenishing Face Primer,Primer,This is the worst primer I have ever tried. It completely balled up on my skin and started to come off when I put foundation on. I had to completely wash my face and start over.,27 03 2017,1 star,awful,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,-8.58E+17
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"This product is made by Skindinavia, who have the absolute best setting sprays out there. This spray does exactly what it says it will: ""keeps makeup looking just-applied for up to 16 hours"". I once saw a YouTube experiment where a girl stuck a thermometer in the bottle of setting spray and the temperature actually went below room temp. That's exactly what it does for your face: lowers the surface temperature so your makeup stays intact and doesn't melt off.

HOWEVER, this product has been reformulated and the new smell is absolutely awful. It smells kind of like fishy malt vinegar. Though I did find the smell to dissipate quite quickly, this is definitely a draw-back. If the product wasn't such a tried and true performer, I would definitely be torn about whether or not to repurchase.

Bottom line: The product does exactly what it promises, but the smell definitely gave me pause.…read more",27 03 2017,4 stars,That Smell Though,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-4.54E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,changed the formula,27 03 2018,3 stars,"<img src=""https://www.sephora.com/productimages/sku/s1177567+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Trooper",https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,7.66E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,Save your money,27 03 2019,1 star,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-8.05E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,Favourite eyeliner,27 03 2019,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-1.74E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,"I love this mascara because it is the only mascara that will hold a curl. All other mascaras are too heavy and weigh down my eyelashes. When I apply this, it feels so light on my lashes and they are still curled by the time I get home!",27 04 2014,5 stars,Holds curls!,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,3.87E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"This is hands down by far the best eyeliner I've ever tried. You put it on and let it dry/ set for a minute and it will not move all day. The gel consistency makes it unlike any eyeliner I've ever used. It glides on so easily too. Only complaint is that one ""pencil"" doesn't last nearly as long as you'd expect but its not the end of the world and definitely not a deal breaker for me.",27 04 2014,5 stars,Best Eyeliner EVER,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,-8.82E+17
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,"It's just not waterproof. I bought it at the recommendation given at the store and it's just flaky and doesn't stick. also, it takes layers and layers to look like you have anything.",27 04 2015,1 star,Nope,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,4.97E+18
Too Faced,Hangover Replenishing Face Primer,Primer,"I really wanted to love this but I think it is breaking me out, sadly. It feels great on the skin, and def hydrates but after using this consistently for a few weeks my face is broken out and I never break out. It feels and looks great under makeup tho. I don't love the smell, its not bad but a bit artificial. I've heard people say it smells like coconuts but I don't smell that. Not a bad product, but maybe not right for my skin.",27 04 2015,3 stars,I'm not sure...,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,-5.36E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"I love the brush tip - it's possibly one of the most precise applications for a liquid liner I've ever tried. It doesn't feel stiff, but it doesn't bend and mess up your line. Also, this liner doesn't cake on itself and wipe itself off. I mean that usually when I apply liquid liner, even when I wait for it to dry, sometimes the fine crease along my lash line will ""crack"" the liner - but this liner doesn't do that. Also, if you go over the same line more than once, it doesn't build on itself and wipe itself off, if that makes sense.

My only complaint is the intensity of the pigment. I have very black eyelashes, so I need the blackest and most intense possible color in order for liquid liner to look dramatic on my eyes. I wish I could take the color intensity of Stila's liquid liner and put it inside this Kat Von D liner. As the liner wasn't dark enough, I ended up returning it.

I tried the waterproof version of this liner on my hand at the store, and it's a wonderful dark color, but it's shiny and reflective, which also reduces the intensity too much for me. Still on a search for the perfect liquid liner.",27 04 2015,3 stars,"Great application, but not dark enough",https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,2.83E+18
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,"I do not understand what Urban Decay was thinking changing the formula of the eyeshadow primer potion! The new formula is watery, and much less tacky then the old formula. If you are unhappy like me with the new formula call them and tell them so they will change it back! I loved the old formula, it was the best on the market, but this new formulation is horrible! Do not buy!",27 04 2015,1 star,Changed the Formula!!,https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,-9.21E+18
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,"This is THE only primer that actually works for my excessively oily lid's & I have tried soooo many. It even holds cream shadows in place all day long. No creasing, color change, disappearing shadows, nor migrating liner...simply the best! I even use it at night & on days I don't wear any makeup, otherwise I can feel the heaviness from my oily lids, yezch. Works great under my eyes to hold dark circle concealer in place. This is my one deserted island beauty product.",27 04 2015,5 stars,Magic!,https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,-8.12E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,I've been through so many eyeliners and I've finally found one that stays on all day and doesn't go onto my top lid! I l love how smooth and how bold the color is. Definitely won't be buying anything else,27 04 2015,5 stars,New favorite,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,-4.34E+18
Dior,Diorshow Waterproof Mascara,Mascara,"I use to love this mascara, but the last one that I received just a couple of weeks ago was very dry no consistency, it's sad that I don't only pay for a fancy package,  I could not believe this about Dior. I just won't buy again.",27 04 2016,1 star,Disappointed,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,-6.57E+18
Too Faced,Hangover Replenishing Face Primer,Primer,This is hands down my favorite moisturizing primer. I have very dry skin in the winter so I will use this on top of my daytime moisturizer. I also have acne prone skin so I was worried this would break me out but I haven't had any incidents. All my foundations lay beautifully on top of this. Definitely will repurchase!,27 04 2017,5 stars,FAVORITE MOISTURIZING PRIMER,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,-2.50E+18
Too Faced,Hangover Replenishing Face Primer,Primer,,27 04 2017,2 stars,I didn't notice my makeup staying on longer with this product. I would consider it more of a moisturizer than a primer.,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,1.20E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,Survived The Avengers: End Game,27 04 2019,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s1325653+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Black",https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,4.89E+17
Dior,Diorshow Waterproof Mascara,Mascara,"I have heard rave reviews about Dior Show Mascara for years and finally decided to give in and try it. And, I'm sorry to say, it was horrible. I needed something super strong since I blink a ton, so the salesman suggested the waterproof version. Yet, even after letting it dry, within minutes it smuged! I decided to give it a few more days...but alas, when it rolled off my bathroom counter on to the floor, the bottle cracked and broke and not after just two days of using it....it's useless. I will never give it another try and an completely disappointed. i only hope that when I take it back to complain, Sephora will honor the return. For $24 bucks a pop, the packaging should be able to withstand a two foot fall from the sink!",27 05 2009,1 star,What's the big deal?,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,2.11E+18
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,,27 05 2012,5 stars,I got this to go under my non-brown shadows after falling in love with this in Sin. My eyeshadow stays put all day and looks the same when I'm headed to bed as it did when I put it on 18 hours earlier.,https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,4.59E+18
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,"I was skeptical about how much of a difference this product would make but I was very pleasantly surprised. It really does what it claimes to do: it increases the life of your shadow so it stays on until you take it off without any creases at all. It's really easy to apply; it just glides on and rubs in very smoothly and you're good to go. But the most amazing thing about ths product is the difference it makes in your eyeshadows' color and pigmentation, With this primer, the color is far richer and more highly pigmented than it would be without the primer so I really feel like I'm getting my money's worth out of my eyeshadows. One caveat though: you have to make sure you apply this product everywhere on your browbone and eyelid and apply it evenly or you'll end up with spots on your lid that are lighter that the colors of the rest of your eye. This product creates a creaseless, highly pigmented, professional finish that lasts all day long. I use it everyday and would recommend it to everybody. It's expensive, but it's definitely worth it!",27 05 2013,5 stars,Really Increases Eyeshadow's Pigmentation,https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,-7.88E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,"Wow!! I personally am not a big fan of waterproof mascaras, however I bought this so I could wear it to Disneyland and not have mascara run all around my eyes. This is absolutely amazing! I used to use the Lancôme Hypnose mascara and the Tarte mascara, but after I switched to this, I never looked back. I have very short, straight lashes, and unfortunately, I am cursed with uneven eyelids. One is a mono and one is a double, so one set of eyelashes grows up while the other grows down. When I curl this with my Shiseido curler, it holds SO WELL. It keeps the curl however I left it! It's also EXTREMELY waterproof. I went swimming in a chlorine pool with this mascara on and not a trace of it was around my eyes when I came out of the water. Amazing! Plus, it's one of the less expensive mascaras at Sephora. It is worth the buy!
…read more",27 05 2015,5 stars,Holy grail,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,-7.46E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"I do find that I am reaching for this liner more and more. Initially I would only use it if I needed to achieve a precise flick, but more recently I have been favoring a very very thin line close to my lashes. Tattoo liner beats all my others hands down. Formula wise it goes on fluidly, doesn't transfer, sets to a matte finish and holds a precise line all day. Easy to use, easy to wear, long lasting. Amaze.",27 05 2015,5 stars,"Smooth, precise line",https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-1.54E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"My eyeliner usually get smudge very easily but not this one. Just love it! When u apply on, make sure give it a little time to dry before u curl ur lashes. It will stay the whole day. & it's easy to came off with any eye maker remover, don;t need to rub it hard.",27 05 2015,4 stars,"Great Liner as its name ""TATTOO""",https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-3.20E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,,27 05 2016,5 stars,YALL I CRIED FOR LIKE 3 HOURS AND MAKE UP WAS STILL POPPIN',https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-4.75E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,,27 05 2016,5 stars,"ok i was skeptical it would last that long BUT I SWEAR TO YOU it does. i never write reviews but this product deserves a rave one. i put it on at 2 p.m. and it straight up lasted me until 2 a.m. when i went to bed. i went to see beyonce and it lasted the entire night, which i doubted considering i was so sweaty and gross but it looked the same as when i had out it on. the only thing you need to worry about is reapplying your lipstick :)",https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-4.60E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,I received a sample of this for my birthday from Sephora and love it! It works great in the waterline area and stays put ALL day without smudging.,27 05 2016,5 stars,Great Liner!,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,4.74E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"THE BEST SETTING SPRAY HANDS DOWN! I have fooled myself that Drugstore setting sprays are the best simply because I didn't want to spend a lot on high end. Then I bought the travel size and I was so amazed. Sometimes I use it with the De-Slick and My makeup last all day, no oily T-Zone. This is the best thing From Urban Decay.",27 05 2017,5 stars,I BATHE AND SWIM IN IT,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,7.06E+18
Dior,Diorshow Waterproof Mascara,Mascara,"This is seriously the best mascara out there. I've tried them all...from drugstore to the ultra high end brands. It leaves a good amount of pigment on your lashes, lengthens, and creates perfect volume. As with all mascara, it is all about how you apply it in order to get the best effect. A primer helps, and applying from base to tip while moving the wand from side to side and allowing it to dry before touching up. If you apply correctly, allow to dry, and always use a fresh tube (one that has not dried up), you will get a clump-free seductive look with this mascara...""bambi-like"" lashes.",27 06 2009,5 stars,Best mascara on the market,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,-6.94E+18
Dior,Diorshow Waterproof Mascara,Mascara,"this thing gives lots of volume to my short lashes. it lengthens too. But the brush is to big, so it could make lashes clumpy and its hard to control the brush. If you like your lashes to be seperated, this wand wont work. It does not smudge and make my eyes itchy. Overall, it works great! I love this mascara.",27 06 2012,5 stars,Great product,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,1.40E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,"Bought this on recommendation at the store. Was looking for a really waterproof, non-fibery mascara that would last all day at work and then through an aqua fitness class. This is probably the most budge-proof mascara I've ever used. A little pricey though.",27 06 2014,4 stars,Budge proof,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,-7.56E+18
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,I've been using another Sephora favorite brand and decided to try this one. I like the consistency and coverage.,27 06 2014,5 stars,Love it!,https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,-5.69E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,"Initially, I really liked this product, and it performed as the store personnel said it would -- long-lasting, waterproof, and easy to use. However, within two weeks, I could not use it at all. There was no liquid left, or at least it didn't come out of the tube/brush! I hope this is unique to the one item that I purchased, but felt like I should at least share it with others.",27 06 2014,2 stars,Lasted less than two weeks,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,3.45E+16
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,"I was told this was the best waterproof mascara for sensitive eyes. This stuff feels like razors when it gets in your eyes, which is constantly. It will not stay put. Hard on eyes & definitely not waterproof.",27 06 2016,1 star,waist of money,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,-5.89E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,,27 06 2016,4 stars,I got this in my birthday gift set.  I really like this liner and it lasts even after working out.  But why no dark brown or black/brown shade??! Please make one!!,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,2.71E+18
Too Faced,Hangover Replenishing Face Primer,Primer,"Buyer Beware!!! After reading the GREAT reviews on this product I decided to order the trial size. May I add.. that this is the first primer that I have ever tried. The first few times I used it I thought this stuff was EVERYTHING. So, I rushed over to Sephora and purchased the regular size. However, after a few days of using this I noticed that my skin started to get oily towards the end of the day.. and I also noticed that I was developing clogged pores (something I never have). Needless to say, I ended up with acne! It took me almost a week to get my skin back to normal. I returned the bigger size and still have the travel size. I definitely recommend that you try just a travel size and use it for at least a week before you go ahead and make a bigger purchase! Otherwise, you may find yourself in the same boat as me!",27 06 2017,1 star,Very Dissapointed,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,7.62E+18
Too Faced,Hangover Replenishing Face Primer,Primer,My go to primer. Very moisturizing. Keeps makeup on and radiant. Not matte but natural looking.,27 06 2017,5 stars,pretty good,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,-3.81E+18
Dior,Diorshow Waterproof Mascara,Mascara,,27 07 2010,4 stars,has this formula changed? I used diorshow in the past and remember it being much thicker and giving me fuller lashes. It doesn't seem like the same mascara????,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,-8.97E+18
Dior,Diorshow Waterproof Mascara,MASCARA,"In my 40's and I've tried just about every mascara out there! This is the one!! It does exactly what it says it does. I've been using this for years, and will continue to do so as long as it's available.",27 07 2013,5 stars,THE ONE &amp; ONLY!!,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,-6.02E+18
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,"I've only recently jumped on the UDPP bandwagon, but I'm so grateful that I did. My eyeshadow stays for 9+ hours now, and it hasn't creased yet. I really like the squeeze tube, but I haven't experienced the genie bottle so I can't really judge. Overall, I really like how little you have to apply to get results. This is a great primer for the cost, and I will most certainly repurchase!",27 07 2013,5 stars,Fabulous Product by Urban Decay,https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,-7.33E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,I really wanted to like this after hearing such great things but it just wasn't for me. I found it very difficult to draw a straight line. I ended up exchanging it for the Bobbi Brown eyeliner gel and use it with the Bobbi Brown eyeliner brush and love it!,27 07 2013,1 star,Wasn't for me!,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,-8.75E+18
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,,27 07 2014,5 stars,Love it! No more worrying about oily eyelids,https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,-6.93E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,"This eyeliner has a thin point and if you buy a very dark color, it goes on easily. For some reason, the lighter colors are dryer and you have to push hard to see the color. It stays on well, but not great.",27 07 2014,3 stars,Relatively easy to apply eyeliner,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,-7.47E+18
Dior,Diorshow Waterproof Mascara,Mascara,I was disappointed with this product. It clumped on the first application and fails to add volume. It smudges especially when applied to the bottom lashes so I use a different waterproof mascara. I will not purchase this product again.,27 07 2015,2 stars,Diorshow Fails Expectations,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,1.94E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,I have been looking for an eye liner that would stay on and not bleed into my wrinkles - not that I'm old - 55. This pencil is great!!! It goes on smooth and stays. I wanted black but in the store I accidently got the brown - really like it. Bought the black - too harsh for my face. they only makeup I wear is a little eye liner and mascara. Exchanged the black for another color. I highly recommend.,27 07 2015,5 stars,great eye liner,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,-4.90E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,So smooth and black I love it for liner my top water line!,27 07 2015,5 stars,AMAZING!,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,-8.65E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"I live in hot and humid Florida. I have oily skin as it is, and the heat and humidity don't help my case. I've never tried a setting spray before this so I bought it. Does keep my makeup intact. People at work are actually noticing that I have make up on since it leaves my skin very smooth. By the end of the day, I have little to no shine. The only thing I dislike is that after it dries, my skin feels a little tight.",27 07 2016,5 stars,I love this!,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-6.90E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"I love this eyeliner! I used to use UD 24/7 Glide Eyeliner Perversion, and this one sets so much quicker. It lasts through a 14 hr bartending shift!",27 07 2016,5 stars,Lasts forever!,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,5.54E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"I like this eyeliner but I couldn't do my wings with this. I had to outline the wing with this eyeliner than go in with my stila eyeliner to fill it in because it would like run out of product. This product is good for a small like across the lash line or a very small wing, It only smudges with high humidity and is waterproof.",27 07 2017,4 stars,good,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,7.45E+18
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,"I used this product religiously since it was first released. My eyeshadow lasts all day. However, the new packaging with the wand makes it harder to apply the product and I use up the package much faster than before.",27 07 2017,3 stars,New packaging ruined the product.,https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,-7.67E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,Too Watery - needs a different formula,27 07 2018,1 star,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-2.32E+18
